Contrast;A;B;Paired;Parametric;T;dof;Tail;p-unc;p-corr;p-adjust;BF10;hedges
groupe;G1;G2;False;True;-3.90203;1.033396;two-sided;0.153422;0.230132;fdr_bh;2.665;-3.420131
groupe;G1;G3;False;True;0.375582;2.0;two-sided;0.743321;0.743321;fdr_bh;0.642;0.214619
groupe;G2;G3;False;True;4.992506;1.043292;two-sided;0.118298;0.230132;fdr_bh;3.806;4.35606
